C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,P,S,Ms (K)
0.22,0.64,0.25,0.97,0.33,0.23,0,0,0,0,0.16,0,0,0,0,0.01,0.011,673
0.23,1.53,0.4,0.03,0,0,0,0,0,0,0,0,0,0,0,0.019,0.01,673
0.23,1.32,0.45,0.05,0,0,0,0,0.026,0,0,0,0,0,0,0.029,0.022,683
0.23,0.68,0.47,0.96,0,0.39,0,0,0,0,0,0,0,0,0,0.026,0.009,698
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0.014,0.02,693
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0.014,0.02,693
0.28,0.36,0.11,2.57,0.04,0.03,0.35,0,0,8.88,0,0,0,0,0,0.008,0.004,693
0.28,0.39,0.16,2.35,0.06,0.06,0.53,0,0,4.1,0,0,0,0,0,0.02,0.006,673
0.3,0.64,0.22,1.01,0.11,0.24,0,0,0,0,0.19,0,0,0,0,0.011,0.012,658
0.3,0.64,0.22,1.01,0.11,0.24,0,0,0,0,0.19,0,0,0,0,0.011,0.012,658
0.3,0.46,0.24,1.44,2.06,0.37,0,0,0,0,0.2,0,0,0,0,0.03,0.025,623
0.3,0.46,0.24,1.44,2.06,0.37,0,0,0,0,0.2,0,0,0,0,0.03,0.025,623
0.3,0.51,0.32,0.07,3.03,0,0,0,0.032,0,0,0,0,0,0,0.011,0.007,613
0.35,0.65,0.23,1.11,0.23,0.05,0,0,0,0,0.18,0,0,0,0,0.026,0.013,633
0.36,0.928,0.46,0.684,0.687,0.26,0.07,0,0.006,0.06,0.064,0.002,0.001,0,0.002,0.016,0.013,613
0.36,0.49,0.25,1.54,0.21,0.03,0,0,0,0,0.16,0,0,0,0,0.021,0.02,613
0.36,0.49,0.25,1.54,0.21,0.03,0,0,0,0,0.16,0,0,0,0,0.021,0.02,613
0.36,0.69,0.29,1.09,0.08,0.07,0.01,0,0,0,0.12,0,0,0,0,0.011,0.014,633
0.36,0.69,0.29,1.09,0.08,0.07,0.01,0,0,0,0.12,0,0,0,0,0.011,0.014,633
0.38,0.81,0.18,1.54,0.01,0.63,0.27,0,0,0,0,0,0,0,0,0.021,0.008,623
0.38,0.64,0.23,0.99,0.08,0.16,0,0,0,0,0.17,0,0,0,0,0.019,0.013,633
0.38,0.64,0.23,0.99,0.08,0.16,0,0,0,0,0.17,0,0,0,0,0.019,0.013,633
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0.035,0.019,603
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0.035,0.019,603
0.38,0.79,1.37,0.16,0.16,0,0.01,0,0,0,0.1,0,0,0,0,0.011,0.022,628
0.39,0.45,0.58,1.45,0.13,0.47,0.7,0,0,0.55,0,0,0,0,0,0.018,0.003,613
0.39,0.45,0.58,1.45,0.13,0.47,0.7,0,0,0.55,0,0,0,0,0,0.018,0.003,633
0.4,0.35,0.2,1.27,4.03,0.24,0.04,0,0,0,0.16,0,0,0,0,0.01,0.015,538
0.4,0.35,0.2,1.27,4.03,0.24,0.04,0,0,0,0.16,0,0,0,0,0.01,0.015,543
0.41,0.71,0.25,1.06,0.22,0.02,0,0,0,0,0.17,0,0,0,0,0.031,0.024,628
0.42,1.82,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.019,613
0.43,0.43,0.24,0.04,5,0,0,0,0.032,0,0,0,0,0,0,0.014,0.014,533
0.43,0.75,0.27,1.31,0.11,0.72,0.23,0,0,0,0,0,0,0,0,0.011,0.011,598
0.43,0.75,0.27,1.31,0.11,0.72,0.23,0,0,0,0,0,0,0,0,0.011,0.011,598
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0.021,0.008,583
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0.022,0.029,623
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0.022,0.029,623
0.44,0.8,0.22,1.04,0.26,0.04,0,0,0,0,0.17,0,0,0,0,0.03,0.023,628
0.44,0.8,0.22,1.04,0.26,0.04,0,0,0,0,0.17,0,0,0,0,0.03,0.023,628
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0.016,0.019,573
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0.016,0.019,573
0.46,0.5,0.22,1,0.22,0.21,0,0,0,0,0.26,0,0,0,0,0.015,0.014,563
0.46,0.5,0.22,1,0.22,0.21,0,0,0,0,0.26,0,0,0,0,0.015,0.014,563
0.46,0.5,0.24,1.52,3.96,0.07,0,0,0,0.59,0.2,0,0,0,0,0.012,0.007,508
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0.035,0.015,573
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0.035,0.015,573
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0.032,0.012,563
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0.032,0.012,563
0.48,1.98,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.011,563
0.5,0.8,0.32,1.04,0.11,0.24,0,0,0,0,0.17,0,0,0,0,0.017,0.022,563
0.5,0.8,0.32,1.04,0.11,0.24,0,0,0,0,0.17,0,0,0,0,0.017,0.022,563
0.52,0.7,0.29,1.09,1.72,0.43,0.14,0,0,0,0,0,0,0,0,0.01,0.01,528
0.52,0.7,0.29,1.09,1.72,0.43,0.14,0,0,0,0,0,0,0,0,0.01,0.01,548
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0.017,0.013,543
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0.017,0.013,543
0.55,0.34,0.94,1.27,0.12,0.05,0.18,0,0,2.1,0,0,0,0,0,0.015,0.012,548
0.55,0.34,0.94,1.27,0.12,0.05,0.18,0,0,2.1,0,0,0,0,0,0.015,0.012,583
0.58,0.81,0.89,1.27,0.06,0.02,0.11,0,0,0,0.14,0,0,0,0,0.013,0.006,528
0.58,0.81,0.89,1.27,0.06,0.02,0.11,0,0,0,0.14,0,0,0,0,0.013,0.006,543
0.73,0.73,1.62,0.1,0.12,0,0.01,0,0,0,0.19,0,0,0,0,0.019,0.012,488
0.76,0.29,0.22,0.11,0.07,0.02,0.02,0,0,0,0.17,0,0,0,0,0.008,0.008,483
0.76,0.29,0.22,0.11,0.07,0.02,0.02,0,0,0,0.17,0,0,0,0,0.008,0.008,518
0.98,1.84,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.011,393
1.03,0.22,0.17,0.07,0.1,0.01,0,0,0,0,0.04,0,0,0,0,0.014,0.012,433
1.03,0.22,0.17,0.07,0.1,0.01,0,0,0,0,0.04,0,0,0,0,0.014,0.012,448
1.04,0.33,0.26,1.53,0.31,0,0,0,0,0,0.2,0,0,0,0,0.023,0.006,408
1.04,0.33,0.26,1.53,0.31,0,0,0,0,0,0.2,0,0,0,0,0.023,0.006,518
1.06,0.97,0.28,1.05,0.13,0.03,0,0,0,1.15,0.25,0,0,0,0,0.016,0.018,518
1.42,0.61,0.37,1.37,0,0,0.18,0,0,0,0.04,0,0,0,0,0.024,0.015,493
1.42,2.16,1.62,2.57,5.35,1.29,0.7,0,0.077,8.88,0.98,0.23,0.18,0.006,0.05,0.044,0.054,769
0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393
0.15,0.57,0.28,0.63,0.91,0.61,0.3,0,0.032,0,0,0,0,0,0,0.013,0.019,691
0.2,0.58,0.31,0,2.9,0.25,0,0,0,0,0,0,0,0,0,0,0,668
0.21,0.56,0.27,0,2.95,0.51,0,0,0,0,0,0,0,0,0,0,0,669
0.3,0.69,0.38,0.78,1.79,0.24,0,0,0,0,0,0,0,0,0,0,0,615
0.3,0.69,0.4,0.99,0.2,0.43,0,0,0,0,0,0,0,0,0,0,0,633
0.31,0.69,0.38,0.79,0.2,0.57,0,0,0,0,0,0,0,0,0,0,0,650
0.32,0.86,1.44,1.01,0.51,0.49,0.071,0,0,0,0,0,0,0,0,0,0,601
0.33,0.86,1.62,0.81,1.8,0.4,0.067,0,0,0,0,0,0,0,0,0,0,593
0.34,0.8,0.38,0.34,0,0.78,0,0,0,0,0,0,0,0,0,0.025,0.02,631
0.35,0.82,0.36,1.51,0,0.84,0,0,0,0,0,0,0,0,0,0.024,0.02,608
0.35,0.8,0.36,0,2.58,0.78,0,0,0,0,0,0,0,0,0,0.022,0.023,581
0.35,0.8,0.38,0.35,0,0.51,0,0,0,0,0,0,0,0,0,0.025,0.02,630
0.35,0.83,0.39,0.35,0,0.24,0,0,0,0,0,0,0,0,0,0.025,0.02,635
0.35,0.86,1.55,1.21,0.21,0.58,0.037,0,0,0,0,0,0,0,0,0,0,588
0.35,0.86,1.58,1.5,0.23,0.58,0.071,0,0,0,0,0,0,0,0,0,0,584
0.36,0.75,0.29,0,0.72,0.82,0,0,0,0,0,0,0,0,0,0.022,0.025,629
0.36,0.8,0.3,0,0.75,0.02,0,0,0,0,0,0,0,0,0,0.022,0.025,596
0.36,0.78,0.31,0,0.73,0.49,0,0,0,0,0,0,0,0,0,0.022,0.025,636
0.36,0.82,0.35,0,1.41,0.74,0,0,0,0,0,0,0,0,0,0.022,0.022,607
0.36,0.83,0.36,0,2.6,0.49,0,0,0,0,0,0,0,0,0,0.022,0.023,588
0.36,0.86,0.37,0,2.62,0.02,0,0,0,0,0,0,0,0,0,0.022,0.023,597
0.36,0.85,0.37,1.52,0,0.5,0,0,0,0,0,0,0,0,0,0.024,0.02,608
0.36,0.86,0.37,1.54,0,0.01,0,0,0,0,0,0,0,0,0,0.024,0.02,609
0.36,0.86,0.38,1.54,0,0.26,0,0,0,0,0,0,0,0,0,0.024,0.02,605
0.36,0.84,0.38,0,2.6,0.24,0,0,0,0,0,0,0,0,0,0.022,0.023,593
0.36,0.83,0.38,0.34,0,0.01,0,0,0,0,0,0,0,0,0,0.025,0.02,619
0.36,1.47,0.41,0.76,0,0.5,0,0,0,0,0,0,0,0,0,0.023,0.024,596
0.36,1.46,0.42,0.75,0,0.78,0,0,0,0,0,0,0,0,0,0.023,0.024,600
0.37,0.82,0.36,0.73,0,0.76,0,0,0,0,0,0,0,0,0,0.025,0.022,614
0.37,0.84,0.36,0,1.4,0.47,0,0,0,0,0,0,0,0,0,0.022,0.022,601
0.37,0.85,0.36,0,1.44,0.02,0,0,0,0,0,0,0,0,0,0.022,0.022,601
0.37,0.84,0.37,0.74,0,0.5,0,0,0,0,0,0,0,0,0,0.025,0.022,621
0.37,0.85,0.37,0,1.44,0.24,0,0,0,0,0,0,0,0,0,0.022,0.022,611
0.37,0.85,0.37,0.74,0,0.02,0,0,0,0,0,0,0,0,0,0.025,0.022,619
0.37,0.85,0.39,0.73,0,0.26,0,0,0,0,0,0,0,0,0,0.025,0.022,615
0.37,1.49,0.41,0.77,0,0.25,0,0,0,0,0,0,0,0,0,0.023,0.024,588
0.37,0.8,1.47,0,0,0.79,0,0,0,0,0,0,0,0,0,0.024,0.019,605
0.38,0.68,0.29,0,3.48,0.48,0,0,0,0,0,0,0,0,0,0,0,524
0.38,0.82,0.32,0,0,0.26,0,0,0,0,0,0,0,0,0,0.025,0.021,590
0.38,0.85,0.33,0.74,1.46,0.01,0,0,0,0,0,0,0,0,0,0.022,0.022,607
0.38,0.82,0.34,0.75,1.46,0.74,0,0,0,0,0,0,0,0,0,0.022,0.022,585
0.38,0.84,0.34,0.73,1.46,0.48,0,0,0,0,0,0,0,0,0,0.022,0.022,591
0.38,0.85,0.35,0.73,1.45,0.24,0,0,0,0,0,0,0,0,0,0.022,0.022,591
0.38,1.45,0.36,0,0,0.76,0,0,0,0,0,0,0,0,0,0.024,0.019,601
0.38,1.5,0.4,0.77,0,0.02,0,0,0,0,0,0,0,0,0,0.023,0.054,588
0.38,0.8,1.47,0,0,0.52,0,0,0,0,0,0,0,0,0,0.024,0.019,607
0.38,0.82,1.48,0.72,0,0.77,0,0,0,0,0,0,0,0,0,0.024,0.019,607
0.39,0.82,0.26,1,0,0.21,0,0,0,0,0,0,0,0,0,0,0,608
0.39,0.69,0.29,0,3.56,0.24,0,0,0,0,0,0,0,0,0,0,0,515
0.39,0.73,0.35,0.75,2.51,0.49,0,0,0,0,0,0,0,0,0,0,0,534
0.39,1.45,0.37,0,0,0.49,0,0,0,0,0,0,0,0,0,0.024,0.019,596
0.39,0.71,0.39,0,3.53,0.02,0,0,0,0,0,0,0,0,0,0,0,523
0.39,1.39,1.48,0.73,0,0.77,0,0,0,0,0,0,0,0,0,0.024,0.02,564
0.39,0.8,1.48,0,0,0.26,0,0,0,0,0,0,0,0,0,0.024,0.019,609
0.39,0.84,1.49,0.73,0,0.52,0,0,0,0,0,0,0,0,0,0.024,0.019,596
0.39,1.41,1.49,0.74,0,0.51,0,0,0,0,0,0,0,0,0,0.024,0.02,562
0.4,0.74,0.31,0.77,3.56,0.5,0,0,0,0,0,0,0,0,0,0,0,510
0.4,1.32,0.33,0,0,0.004,0,0,0,0,0,0,0,0.004,0,0,0,599
0.4,0.8,0.33,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,603
0.4,0.8,0.33,0,0,0.79,0,0,0,0,0,0,0,0,0,0.025,0.021,603
0.4,1.33,0.35,0,0,0.08,0,0,0,0,0,0,0,0.003,0,0,0,599
0.4,0.82,0.35,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,599
0.4,0.75,0.35,0,4.43,0.25,0,0,0,0,0,0,0,0,0,0,0,504
0.4,0.82,0.35,0,0,0.53,0,0,0,0,0,0,0,0,0,0.025,0.021,601
0.4,1.33,0.36,0,0,0.18,0,0,0,0,0,0,0,0.003,0,0,0,589
0.4,0.87,0.36,0.34,0,0.25,0,0,0,0,0,0,0,0,0,0.023,0.018,603
0.4,1.47,0.37,0,0,0.26,0,0,0,0,0,0,0,0,0,0.024,0.019,596
0.4,0.73,0.38,0.75,2.58,0.24,0,0,0,0,0,0,0,0,0,0,0,549
0.4,0.74,0.38,0.75,2.57,0.003,0,0,0,0,0,0,0,0,0,0,0,551
0.4,0.72,0.4,0.75,0.78,0.5,0,0,0,0,0,0,0,0,0,0,0,567
0.4,0.73,0.4,0.75,0.78,0.27,0,0,0,0,0,0,0,0,0,0,0,573
0.4,0.74,0.4,0.75,0.78,0.03,0,0,0,0,0,0,0,0,0,0,0,573
0.4,0.73,0.41,0.75,4.53,0.5,0,0,0,0,0,0,0,0,0,0,0,495
0.4,1.39,1.37,0.76,1.34,0.52,0,0,0,0,0,0,0,0,0,0.026,0.021,519
0.4,1.37,1.38,0.75,1.31,0.73,0,0,0,0,0,0,0,0,0,0.026,0.021,520
0.4,0.81,1.48,0,0,0.02,0,0,0,0,0,0,0,0,0,0.024,0.019,601
0.4,1.38,1.5,0,0,0.8,0,0,0,0,0,0,0,0,0,0.024,0.018,591
0.4,0.84,1.5,0.74,0,0.26,0,0,0,0,0,0,0,0,0,0.024,0.019,595
0.4,0.84,1.5,0.74,0,0.02,0,0,0,0,0,0,0,0,0,0.024,0.019,598
0.4,1.4,1.51,0,0,0.53,0,0,0,0,0,0,0,0,0,0.024,0.018,589
0.4,1.42,1.51,0.76,0,0.26,0,0,0,0,0,0,0,0,0,0.024,0.02,564
0.41,0.76,0.32,0.77,3.59,0.25,0,0,0,0,0,0,0,0,0,0,0,514
0.41,0.76,0.32,0.77,3.59,0.03,0,0,0,0,0,0,0,0,0,0,0,512
0.41,0.84,0.34,0.35,0,0.77,0,0,0,0,0,0,0,0,0,0.023,0.018,607
0.41,0.76,0.35,0,4.45,0.01,0,0,0,0,0,0,0,0,0,0,0,502
0.41,0.84,0.35,0.35,0,0.49,0,0,0,0,0,0,0,0,0,0.023,0.018,609
0.41,0.86,0.36,0.33,0,0.01,0,0,0,0,0,0,0,0,0,0.023,0.018,621
0.41,0.74,0.4,0.75,4.56,0.03,0,0,0,0,0,0,0,0,0,0,0,510
0.41,0.73,0.42,0.75,4.54,0.26,0,0,0,0,0,0,0,0,0,0,0,506
0.41,1.41,1.41,0.78,1.36,0.26,0,0,0,0,0,0,0,0,0,0.026,0.021,515
0.41,1.42,1.42,0.78,1.37,0.03,0,0,0,0,0,0,0,0,0,0.026,0.021,522
0.41,1.41,1.51,0,0,0.27,0,0,0,0,0,0,0,0,0,0.024,0.018,597
0.41,1.44,1.51,0.75,0,0.01,0,0,0,0,0,0,0,0,0,0.024,0.02,557
0.41,1.42,1.52,0,0,0.02,0,0,0,0,0,0,0,0,0,0.024,0.018,588
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0.021,0.008,583
0.53,0.83,0.34,0.92,0,0.21,0,0,0,0,0,0,0,0,0,0,0,527
0.16,0,0,2.1,10.15,1.05,0,14.25,0,0,0,0,0,0,0,0,0,573
0.23,0,0,0.06,10.24,3.96,0,14.17,0,0,0,0,0,0,0,0,0,546
0.24,0,0,3,11,1,0,13.5,0,0,0,0,0,0,0,0,0,468
0.24,0,0,0.02,4.96,4.03,0,15.99,0,0,0,0,0,0,0,0,0,647
0.24,0,0,0.71,4.97,2.82,0,16.08,0,0,0,0,0,0,0,0,0,669
0.24,0,0,1.4,4.98,1.52,0,16.06,0,0,0,0,0,0,0,0,0,671
0.24,0,0,0.02,4.97,4.03,0,16.02,0,0,0,0.029,0,0,0,0,0,651
0.25,0,0,5,8,0.5,0.06,30,0,0,0,0,0,0,0,0,0,466
0.25,0,0,0.02,4.97,4.03,0.006,16.1,0,0,0,0.013,0,0,0,0,0,641
0.45,0.4,0.32,13,0.38,0,0,0,0,0,0,0,0,0,0,0,0,469
0.316,0.4,0.26,13.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,533
0.19,0.54,0.31,13.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,581
0.6,0.49,0.35,14.52,0.17,0.57,0.18,0,0,0,0,0,0,0,0,0,0,463
0.46,0.44,0.46,14.3,0.16,0.52,0.13,0,0,0,0,0,0,0,0,0,0,443
0.31,1.22,0.253,0.138,0.098,0.03,0.004,0,0,0,0,0,0,0,0,0,0,618
0.07,1.5,0.37,0.039,0.49,0.021,0.004,0,0.045,0,0.039,0.027,0.011,0,0,0,0,717
0.2,1.1,0.34,0.011,0.02,0.008,0.009,0,0.036,0,0.018,0.003,0.002,0,0,0,0,651
0.37,1.45,0.56,0.04,0,0.025,0.11,0,0.024,0,0.14,0,0.015,0,0,0,0,572
0.37,1.46,0.55,0.04,0,0.11,0.11,0,0.023,0,0.14,0,0.017,0,0.014,0,0,580
0.38,1.44,0.62,0.04,0,0.16,0.1,0,0.026,0,0.14,0,0.016,0,0.0122,0,0,597
0.38,1.44,0.59,0.16,0.1,0,0.09,0,0.024,0,0,0,0.015,0,0,0,0,566
0.355,1.56,0.33,0.24,0.05,0.02,0.004,0,0.029,0,0.095,0,0.026,0,0.0093,0,0,605
0.33,1.49,0.25,0.08,0.11,0.04,0.24,0,0.002,0,0.27,0,0.002,0,0,0,0,594
0.38,1.3,0.48,0.15,0.14,0.04,0.12,0,0,0,0.21,0,0,0,0,0,0,572
0.34,1.48,0.73,0.23,0.15,0.17,0.1,0,0.022,0,0.19,0,0.003,0,0.0122,0,0,581
0.3,1.51,0.32,0.25,0.14,0.12,0.11,0,0.02,0,0.2,0,0.02,0.000059,0.0104,0,0,596
0.4,1.69,0.8,0.32,0.19,0.12,0.12,0,0.026,0,0.23,0,0.027,0.00005,0.0122,0,0,551
0.38,1.55,0.78,0.29,0.17,0.1,0.11,0,0.022,0,0.2,0,0.14,0.000048,0.008,0,0,582
0.89,0.29,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489
0.63,0.87,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547
0.35,1.85,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611
0.37,0.68,0.21,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,577
0.38,0.72,0.21,0.49,1.32,0,0,0,0,0,0,0,0,0,0,0,0,605
0.29,0.77,0.3,0.68,0,0.2,0,0,0,0,0,0,0,0,0,0,0,650
0.37,0.77,0.15,0.98,0,0.21,0,0,0,0,0,0,0,0,0,0,0,611
0.42,0.78,0.24,0.8,1.79,0.33,0,0,0,0,0,0,0,0,0,0,0,561
0.36,0.63,0.19,0,1.84,0.23,0,0,0,0,0,0,0,0,0,0,0,611
0.42,0.68,0.16,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,605
1.02,0.36,0.33,1.41,0.2,0,0,0,0,0,0,0,0,0,0,0,0,416
0.43,0.74,0.23,0.92,0,0,0.16,0,0,0,0,0,0,0,0,0,0,600
0.3,0.91,0.31,0.52,0.61,0.17,0,0,0,0,0,0,0,0,0,0,0,639
0.38,1.08,0.7,0.4,0.34,0.11,0,0,0,0,0,0,0,0,0,0,0,600
0.29,0.85,0.22,0.97,0.73,0.65,0.26,0.021,0,0.011,0,0.017,0,0,0.012,0,0,601
0.25,0.28,0.34,1.6,3.51,0.46,0.13,0.069,0,0.017,0,0.02,0,0,0.009,0,0,559
0.14,0.52,0.2,0.3,0.084,0.56,0,0.23,0,0.021,0,0.007,0,0,0.01,0,0,740
0.093,0.49,0.41,9.08,0.23,0.92,0.25,0.012,0,0,0,0,0,0,0,0,0,626
0.13,0.55,0.19,10.2,0.62,1.51,0.21,0.01,0,0,0,0,0,0,0.06,0,0,591
0.11,0.44,0.26,2.01,0.043,0.94,0.008,0.008,0,0.009,0,0.022,0,0,0,0,0,665
0.099,1.01,0.17,9.3,0.08,1,0.2,0,0,0,0,0.046,0,0,0.0539,0,0,625
0.093,1.03,0.16,9.08,0.98,0.98,0.19,0,0,0,0,0.043,0,0,0.0515,0,0,582
0.101,1.02,0.17,9.12,1.92,1,0.19,0,0,0,0,0.047,0,0,0.0494,0,0,580
0.095,1.02,0.16,9.17,3.01,0.96,0.19,0,0,0,0,0.045,0,0,0.0489,0,0,523
0.096,1.01,0.16,9.16,0,0.99,0.19,0.95,0,0,0,0.045,0,0,0.0552,0,0,566
0.094,1,0.18,9.31,0,0.98,0.19,1.89,0,0,0,0.043,0,0,0.0517,0,0,607
0.091,1,0.16,9.3,0,0.98,0.19,2.8,0,0,0,0.041,0,0,0.052,0,0,587
0.095,1.04,0.18,9.35,0,1,0.19,0,0,1.03,0,0.051,0,0,0.0544,0,0,614
0.096,0.99,0.2,9.25,0,0.91,0.19,0,0,1.92,0,0.053,0,0,0.0526,0,0,614
0.094,1.03,0.2,9.26,0,0.84,0.19,0,0,2.99,0,0.058,0,0,0.0537,0,0,566
0.097,1,0.18,9.1,0.93,0.96,0.19,0,0,0.98,0,0.046,0,0,0.0529,0,0,589
0.091,0.99,0.18,8.94,0,0.97,0.18,0.92,0,0.98,0,0.044,0,0,0.0509,0,0,603
0.09,0.97,0.17,9.2,0,0.96,0.18,1.87,0,0.97,0,0.045,0,0,0.0523,0,0,598
0.4,0.74,0.27,1.18,0.17,0,0.05,0,0.06,0,0.21,0,0,0,0,0,0,598
0.19,1.32,0.21,1.05,0,0,0,0,0.005,0,0,0,0,0,0,0,0,668
0.77,1.16,0.33,1.17,0.09,0,0.05,0,0.06,0,0.18,0,0,0.0056,0,0,0,416
0.19,1.2,0.34,1.24,0,0,0,0,0.008,0,0,0,0,0,0,0,0,643
0.22,1.18,0.27,1.23,0,0,0,0,0.005,0,0,0,0,0,0,0,0,635
0.24,0.71,0.27,0.49,0,0.45,0,0,0.008,0,0,0,0,0,0,0,0,674
0.26,0.68,0.25,0.44,0,0.49,0,0,0.007,0,0,0,0,0,0,0,0,665
0.26,0.84,0.28,0.47,0,0.45,0,0,0.006,0,0,0,0,0,0,0,0,644
0.22,1,0.28,1.33,0,0.25,0,0,0,0,0,0,0,0,0,0,0,617
0.18,1.09,0.26,1.27,0,0.21,0,0,0.01,0,0,0,0,0,0,0,0,667
0.2,1.04,0.26,1.22,0,0.25,0,0,0.003,0,0,0,0,0,0,0,0,660
0.18,0.51,0.28,1.65,1.44,0.27,0,0,0,0,0,0,0,0,0,0,0,650
0.14,0.57,0.2,1.47,1.46,0.26,0,0,0,0,0,0,0,0,0,0,0,670
